CustomerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,Cluster,PCA1,PCA2
1850,Male,1,0,0,1,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,43.3,43.3,1,0-12,1,-1.730555456466026,0.2711433518844948
1851,Male,0,1,1,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.1,936.85,0,25-48,2,-0.8029613330785191,-1.4768500878630588
1852,Female,1,0,0,38,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),57.15,2250.65,1,25-48,2,-0.0041486552963103,-0.3385187377890749
1853,Female,0,1,0,65,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Credit card (automatic),58.9,3857.1,0,49-72,2,1.1194717561673733,-1.0033986839022542
1854,Female,0,1,0,19,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,73.2,1441.1,1,13-24,3,-0.4216623831702223,0.5758953246637675
1855,Male,0,0,0,52,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,85.35,4338.6,1,49-72,0,1.387367960515404,0.0017998109712539
1856,Male,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.45,1378.45,0,49-72,2,-0.106115273881199,-2.124123127161484
1857,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.95,45.95,1,0-12,1,-1.686992720099956,0.3408700590460319
1858,Female,1,0,0,52,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,50.5,2566.3,0,49-72,2,0.3046528306137918,-0.868398044969877
1859,Male,0,1,0,6,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,25.1,171.0,0,0-12,1,-1.8713771013919136,-0.3353150820331461
1860,Female,1,1,0,26,1,No,DSL,No,No,Yes,No,No,Yes,One year,0,Mailed check,60.7,1597.4,0,25-48,3,-0.415842583116533,0.0693374458344925
1861,Male,1,0,0,48,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,99.0,4744.35,0,25-48,0,1.6343702493857044,0.4493246589126829
1862,Female,0,1,1,64,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.4,6721.6,0,49-72,0,2.6715111044106843,0.1426356227883701
1863,Female,0,0,0,3,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,83.75,247.25,1,0-12,3,-0.9714102187125562,1.281599578213287
1864,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.05,44.05,0,0-12,1,-1.718226380136006,0.290877325609458
1865,Male,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.1,1734.65,0,49-72,2,0.0965915766310795,-2.0359671901310046
1866,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.55,45.55,0,0-12,1,-1.6935682274759665,0.3303452730593846
1867,Female,0,1,1,51,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,93.8,4539.35,0,49-72,0,1.559592164265313,0.2436895566290219
1868,Female,0,1,1,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,804.25,0,25-48,2,-0.9638807578375712,-1.360163021851454
1869,Female,0,1,1,72,1,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,1,Credit card (automatic),70.65,5011.15,0,49-72,0,1.80958809104588,-0.8980991356109378
1870,Female,0,1,0,43,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.45,3574.5,0,25-48,0,0.9729222782723734,0.2739182043808253
1871,Male,0,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),114.1,8086.4,0,49-72,0,3.413480801631934,0.1635362500866617
1872,Male,0,1,0,47,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),95.2,4563.0,0,25-48,0,1.4966935822753134,0.3788496149002731
1873,Male,0,0,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.55,6362.35,0,49-72,0,2.4950754085523106,-0.4630089098090536
1874,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.75,67.1,0,0-12,1,-2.041428231130737,-0.3729004039112353
1875,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.05,70.05,1,0-12,3,-1.2908184006953207,0.9749884147415184
1876,Male,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.0,165.45,1,0-12,3,-0.9821964113222508,1.3677947962803376
1877,Male,0,0,0,26,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),44.65,1156.55,0,25-48,1,-0.8043348821007792,-0.3415334944310431
1878,Male,0,1,1,29,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Mailed check,60.2,1834.15,0,25-48,3,-0.2851138446659925,-0.0243973024383273
1879,Female,1,1,0,35,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),100.5,3653.35,1,25-48,0,1.0380179361025883,0.8397014277906955
1880,Male,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,One year,0,Bank transfer (automatic),55.45,1477.65,0,25-48,3,-0.512633690434634,-0.0904484761050214
1881,Male,0,1,1,24,1,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),70.3,1706.45,0,13-24,3,-0.2750694220075039,0.3687161540695445
1882,Male,0,1,1,67,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),60.4,3953.7,0,49-72,0,1.2182561899198276,-1.0159520875018242
1883,Female,0,0,0,16,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,72.65,1194.3,1,13-24,3,-0.5722927197014731,0.6422447999218227
1884,Female,0,0,0,23,1,No,DSL,No,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),55.8,1327.85,0,13-24,3,-0.6433807177423165,0.0217252223414697
1885,Male,0,0,0,14,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,31.1,419.7,0,13-24,1,-1.5166450020279414,-0.3818216563686132
1886,Female,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,21.0,21.0,1,0-12,1,-2.097139992678614,-0.31561346687108
1887,Female,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.1,45.1,1,0-12,1,-1.7009656732739784,0.3185048888244067
1888,Male,1,0,0,4,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.95,207.35,0,0-12,1,-1.4895747613437702,0.394027691721261
1889,Male,0,0,1,16,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,69.1,1083.7,0,13-24,3,-0.6620622815480094,0.5517192316158499
1890,Female,0,1,0,46,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,43.95,2007.85,0,25-48,2,-0.1036290124901592,-0.8775001882006196
1891,Male,0,0,1,68,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.5,5882.75,0,49-72,0,2.228805583100041,-0.4051699482224226
1892,Male,0,0,0,38,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,69.95,2657.55,0,25-48,3,0.3219092728785659,-0.0123352048710861
1893,Male,1,1,0,30,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),50.4,1527.5,1,25-48,2,-0.5102087388003013,-0.2989935963088932
1894,Female,1,0,0,5,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,78.95,378.4,1,0-12,3,-0.9642033143230246,1.1021810670265242
1895,Male,0,0,0,17,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.95,1612.2,0,13-24,3,-0.1310972551986454,1.088265498288986
1896,Male,0,1,1,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.9,76.65,0,0-12,1,-2.0292390558445588,-0.4202761295535165
1897,Female,0,0,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.15,260.7,0,0-12,1,-1.786313040875228,-0.6164908476924987
1898,Male,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.6,6441.85,0,49-72,0,2.5515012199529177,-0.4111544234057364
1899,Male,0,0,0,3,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,92.0,266.8,0,0-12,3,-0.8324745934411037,1.4983690803809857
1900,Male,0,0,0,56,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,94.45,5124.6,1,49-72,0,1.8573700797268216,0.121401361129829
1901,Female,0,0,0,41,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,24.85,962.25,0,25-48,2,-0.8343699645074745,-1.2287712975064955
1902,Male,0,0,0,40,0,No phone service,DSL,No,Yes,No,Yes,No,No,One year,0,Credit card (automatic),36.0,1382.9,0,25-48,2,-0.5540275778919519,-0.9216865166032971
1903,Female,0,0,0,7,1,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,78.5,571.05,0,0-12,3,-0.8687181079807437,1.0356810606733804
1904,Male,0,0,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.95,1399.35,0,49-72,2,-0.1381307334471726,-2.062055184531039
1905,Male,0,1,1,7,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,150.0,0,0-12,1,-1.926275494527997,-0.4766883570113672
1906,Female,0,1,1,5,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,30.5,167.2,0,0-12,1,-1.8084177614468144,-0.168252221152779
1907,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),106.1,7657.4,0,49-72,0,3.1584356315489,-0.0356256725043455
1908,Male,0,1,1,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.5,865.05,0,25-48,2,-0.8637925058051641,-1.4149204447807164
1909,Female,0,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,95.5,6153.85,0,49-72,0,2.38433182417297,-0.1012265656735539
1910,Female,0,0,0,3,1,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,64.6,174.2,0,0-12,3,-1.3020286384153943,0.7791764981903255
1911,Male,0,0,0,24,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),51.1,1269.6,0,13-24,1,-0.7132458002207686,-0.1252299619443161
1912,Female,0,0,0,44,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),84.8,3862.55,1,25-48,0,1.053916096292983,0.1979738342195439
1913,Female,1,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.1,6352.4,0,49-72,0,2.501035691439195,-0.4482546571771993
1914,Male,0,0,0,24,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,54.95,1348.5,0,13-24,3,-0.6279344432864297,-0.0259493278810379
1915,Male,0,0,0,1,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,50.9,50.9,1,0-12,1,-1.6056208163218255,0.4711142856307894
1916,Male,0,1,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.45,471.55,0,13-24,1,-1.4884949080355885,-0.8615712591679173
1917,Male,0,1,1,70,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.95,5931.75,0,49-72,0,2.280524697660331,-0.4704366223792951
1918,Male,0,1,1,25,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,60.35,1404.65,0,25-48,3,-0.5011629696196593,0.0900384597872172
1919,Male,0,1,1,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.8,726.1,0,25-48,2,-1.077639690741562,-1.2565029441347528
1920,Female,1,1,1,22,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),85.35,1961.6,0,13-24,3,-0.0034337117994734,0.8077086139664562
1921,Female,0,1,1,59,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),72.1,4194.85,0,49-72,0,1.2930343795999926,-0.5164345463702029
1922,Male,0,1,1,49,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.8,4872.45,1,49-72,0,1.707985635205037,0.442216594976266
1923,Male,0,1,1,47,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),107.35,5118.95,1,25-48,0,1.855993134901594,0.6839002769269016
1924,Female,0,1,1,31,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.55,658.95,1,25-48,1,-1.2400425992221131,-1.112896457752379
1925,Male,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.05,81.05,0,0-12,3,-1.1099919478550306,1.2644200293743133
1926,Male,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.5,76.95,0,0-12,1,-2.042574256428666,-0.3797502985997627
1927,Female,0,1,0,53,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),111.8,5809.75,0,49-72,0,2.269205544765033,0.6341277473483339
1928,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,20.2,0,0-12,1,-2.110291007430635,-0.3366630388443741
1929,Male,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.7,415.9,0,13-24,1,-1.5631542846812403,-0.8303661114042051
1930,Female,0,0,0,3,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.1,246.5,1,0-12,3,-1.0467061057639164,1.1591439486984347
1931,Female,0,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,996.95,0,49-72,2,-0.6738102227013009,-1.6087056476714974
1932,Female,0,1,0,51,1,No,DSL,Yes,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),60.5,3145.15,0,49-72,2,0.6128490797118491,-0.5958619063782113
1933,Female,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,265.3,0,13-24,1,-1.7715400217387267,-0.657148592199686
1934,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9,0,0-12,1,-2.098783869522616,-0.3182446633677419
1935,Male,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.05,21.05,0,0-12,1,-2.0963180542566127,-0.3142978686227493
1936,Male,0,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Electronic check,71.5,4576.3,0,49-72,0,1.487718678532392,-0.6414292468830861
1937,Male,0,0,0,3,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,54.65,189.1,0,0-12,1,-1.458302590306516,0.5167034566086385
1938,Male,0,0,0,46,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.2,908.15,0,25-48,2,-0.825913644216696,-1.4997824488257805
1939,Male,0,0,0,1,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),49.8,49.8,0,0-12,1,-1.6237034616058543,0.4421711241675099
1940,Male,0,0,1,8,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.5,215.2,1,0-12,1,-1.80572839286998,-0.3754305929549476
1941,Female,0,1,1,71,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1500.95,0,49-72,2,-0.0532172071848365,-2.0997651355923503
1942,Male,0,1,1,55,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),90.4,5099.15,0,49-72,0,1.7614031831505683,0.0401445909025748
1943,Female,0,0,0,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),90.25,6385.95,0,49-72,0,2.483226619650816,-0.3694069909186971
1944,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.75,159.45,1,0-12,3,-1.0687200199006128,1.22967717105561
1945,Male,0,1,1,67,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),104.6,6885.75,0,49-72,0,2.7922383889548605,0.0692925690670132
1946,Male,0,1,0,65,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),91.85,5940.85,1,49-72,0,2.2629002552967377,-0.1916292985340983
1947,Male,0,1,0,14,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),50.2,668.85,0,13-24,1,-1.1351604109503322,0.1145436677657517
1948,Female,0,1,1,20,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),95.5,1916.2,0,13-24,3,0.1008987565187017,1.1257316786029812
1949,Male,0,0,1,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,75.35,75.35,1,0-12,3,-1.2036929279631812,1.114441829064592
1950,Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.45,75.45,1,0-12,3,-1.2020490511191784,1.1170730255612542
1951,Female,0,1,1,49,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.4,4613.95,0,49-72,0,1.5610938919947803,0.3332846091083394
1952,Female,0,0,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),101.3,7261.25,0,49-72,0,2.9646947898777207,-0.1513875188061152
1953,Female,0,1,0,46,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,53.1,2459.8,0,25-48,2,0.1767175666952704,-0.6486663866051141
1954,Male,0,0,0,24,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),84.85,2048.8,0,13-24,3,0.0603017856264558,0.7427304968204685
1955,Female,0,1,1,5,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,34.25,163.55,0,0-12,1,-1.7489437792431874,-0.0693831361411446
1956,Female,0,1,1,33,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),88.6,2888.7,0,25-48,3,0.5752945205775628,0.5963150790875437
1957,Female,0,0,0,42,1,Yes,DSL,Yes,Yes,No,No,No,No,One year,1,Bank transfer (automatic),60.15,2421.6,0,25-48,2,0.1868913422512994,-0.3630265497710938
1958,Male,0,0,0,23,1,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),99.95,2292.75,0,13-24,3,0.3525687521739684,1.158610842082164
1959,Male,0,0,0,8,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.7,553.4,0,0-12,3,-0.9767203785947848,0.8059823314635204
1960,Male,0,0,0,66,1,No,DSL,Yes,Yes,No,No,No,No,One year,1,Mailed check,54.8,3465.7,0,49-72,2,0.961536885393454,-1.1255817609512513
1961,Male,0,0,0,24,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),49.55,1210.4,1,13-24,1,-0.7556422667202601,-0.1644615043047293
1962,Male,1,0,0,24,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),54.8,1291.3,0,13-24,3,-0.6471405745553056,-0.0283602719681985
1963,Male,0,0,0,69,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Credit card (automatic),78.6,5356.45,1,49-72,0,1.969934410168544,-0.6238091315618888
1964,Female,0,0,0,53,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Mailed check,100.3,5200.8,0,49-72,0,1.904848545637844,0.3476241813544359
1965,Female,0,0,0,60,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,0,Electronic check,53.6,3237.05,0,49-72,2,0.7364065818771552,-1.0026494533272174
1966,Female,0,1,0,7,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.1,576.65,1,0-12,3,-0.825097012963781,1.1040114061865252
1967,Female,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),19.35,433.75,0,13-24,1,-1.5635673847263578,-0.8400652637695598
1968,Female,0,1,1,23,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.6,1868.4,0,13-24,3,-0.0036348415692881,0.7920718094862429
1969,Male,0,1,1,72,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,80.8,5728.55,0,49-72,0,2.183971625646962,-0.6500726627642174
1970,Male,0,1,0,11,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,825.7,1,0-12,3,-0.7588697734390717,0.8364002458748385
1971,Male,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,390.4,0,13-24,1,-1.5491409114682468,-0.8570440867474582
1972,Male,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.55,93.55,1,0-12,3,-0.9045073423547012,1.5933195914570346
1973,Male,1,0,0,31,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,90.7,2845.15,0,25-48,3,0.5501998832940768,0.7022603065225941
1974,Female,0,0,0,57,1,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,69.75,3894.4,0,49-72,0,1.1207102240743394,-0.5207813229214437
1975,Female,0,1,1,45,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.0,886.4,0,25-48,2,-0.8424899610700971,-1.4533952296615815
1976,Male,0,0,0,10,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,95.25,1021.55,0,0-12,3,-0.3967611556651764,1.3905377053707018
1977,Female,0,1,0,58,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),102.1,5885.4,1,49-72,0,2.2503461023247877,0.2529510902715136
1978,Male,0,0,1,14,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,268.4,0,13-24,1,-1.7410618150562776,-0.6714270689068708
1979,Male,0,1,0,27,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Mailed check,80.85,2204.35,0,25-48,3,0.1106951403489433,0.5589956432260741
1980,Female,0,1,1,14,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),90.9,1259.0,1,13-24,3,-0.3048761265406807,1.170648825185867
1981,Female,0,1,1,12,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,29.2,309.1,1,0-12,1,-1.6259956232201935,-0.3794269113420789
1982,Female,0,1,1,69,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),93.3,6398.05,0,49-72,0,2.5129099942886266,-0.2646685583935878
1983,Female,0,1,1,25,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),89.15,2257.75,1,25-48,3,0.2141498538486713,0.8256319606023004
1984,Male,1,1,0,58,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,108.85,6287.25,1,49-72,0,2.4772429137951355,0.4199203140081112
1985,Female,0,1,1,35,0,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,1,Credit card (automatic),46.35,1662.05,0,25-48,2,-0.4205638665105253,-0.532941201675411
1986,Female,1,0,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.75,1350.15,1,13-24,3,-0.3312027201676389,0.9567496630982936
1987,Male,0,1,1,45,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),78.75,3600.65,0,25-48,0,0.9024973104716612,0.0209436425062902
1988,Female,0,0,0,17,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,83.55,1329.15,0,13-24,3,-0.3336287710359388,0.9009777679449796
1989,Female,0,1,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.7,45.7,1,0-12,1,-1.6911024122099627,0.3342920678043775
1990,Male,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.6,422.5,0,13-24,1,-1.5166113008474449,-0.8826388307618909
1991,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.95,69.95,1,0-12,3,-1.2924622775393233,0.972357218244857
1992,Male,0,1,1,67,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,67.85,4627.65,0,49-72,0,1.5362976811593587,-0.8378708838808054
1993,Female,0,1,1,67,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),105.65,6717.9,0,49-72,0,2.759938370612943,0.1014671117054127
1994,Female,0,1,0,2,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,44.6,97.1,1,0-12,1,-1.6706694267775086,0.2792049712062485
1995,Male,0,0,0,23,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,1710.45,1,13-24,3,-0.2219303117346755,0.5158148655347738
1996,Female,1,0,0,9,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),75.5,637.4,0,0-12,3,-0.8514640154174168,0.9054170339078904
